kernel,noise,score,corr,p,method,rank,N
exponential,0,125.00932041618979,-0.49991175435360657,1,greedy,10,300
exponential,0,1.6188677497088706,0.99258739342790714,1,lars,10,300
exponential,0,107.89879023496674,-0.082437802555330397,1,greedy,10,300
exponential,0,1.4580890866081611,0.99948662838043234,1,lars,10,300
exponential,0,86.611758797561436,0.60144982854889872,1,greedy,10,300
exponential,0,6.7338097922206641,0.9993866394537021,1,lars,10,300
exponential,0,154.65188400495677,0.59559998882567899,1,greedy,10,300
exponential,0,0.50678262727833667,0.99964847185777417,1,lars,10,300
exponential,0,102.12601227853668,0.28818700105023626,1,greedy,10,300
exponential,0,26.899515283579955,0.99959878541937697,1,lars,10,300
exponential,0,988.46702613241871,-0.31806528347607266,1,greedy,10,300
exponential,0,2.7590791275469999,0.96995157070928828,1,lars,10,300
exponential,0,111.66288810892912,-0.46096846998546359,1,greedy,10,300
exponential,0,232.65890300237064,0.99115244886050013,1,lars,10,300
exponential,0,1717.3642077961238,0.36208745856746904,1,greedy,10,300
exponential,0,1.6052181232093787,0.99754714108872933,1,lars,10,300
exponential,0,91.426609393123286,0.69931064952223232,1,greedy,10,300
exponential,0,1.2949719887150628,0.99882433969054918,1,lars,10,300
exponential,0,106.83755994846416,0.093832312774632609,1,greedy,10,300
exponential,0,1.9915747666375541,0.9995380169060547,1,lars,10,300
exponential,0,85.077894148909778,0.5966854608946025,1,greedy,10,300
exponential,0,3.4419456728450224,0.99680889514635396,1,lars,10,300
exponential,0,112.63556150146098,0.044034100499694862,1,greedy,10,300
exponential,0,3.265003752480625,0.99868170630251341,1,lars,10,300
exponential,0,131.45335839004059,-0.14850305012632689,1,greedy,10,300
exponential,0,0.3698411337135265,0.99630655877912422,1,lars,10,300
exponential,0,106.77918018749891,-0.16571043702036711,1,greedy,10,300
exponential,0,1.3197922321881645,0.99905519493952921,1,lars,10,300
exponential,0,109.55786145472196,0.023499604091862022,1,greedy,10,300
exponential,0,0.94713726445096524,0.99550013816025984,1,lars,10,300
exponential,0,106.63063116274114,-0.01805142716500429,1,greedy,10,300
exponential,0,1.3866167234503308,0.99638389062821087,1,lars,10,300
exponential,0,105.0136898882524,0.13599218961695947,1,greedy,10,300
exponential,0,1.4593704120816502,0.87152530226213309,1,lars,10,300
exponential,0,104.87172707459612,0.3848070876819043,1,greedy,10,300
exponential,0,1.939277100350296,0.9962281160797829,1,lars,10,300
exponential,0,95.567323019414857,0.54872111187771566,1,greedy,10,300
exponential,0,4.5819498420317863,0.99789401454715665,1,lars,10,300
exponential,0,88.375295893671407,0.56179337844724409,1,greedy,10,300
exponential,0,0.91024940661453158,0.99746133223416422,1,lars,10,300
exponential,0,111.64695242838732,-0.3948035805822358,1,greedy,10,300
exponential,0,0.57956053684969955,0.99370058770970171,1,lars,10,300
exponential,0,107.4365275828832,-0.25900099392998732,1,greedy,10,300
exponential,0,inf,nan,1,lars,10,300
exponential,0,112.9780935893762,-0.005246376340827333,1,greedy,10,300
exponential,0,0.44994409899680854,0.99865261837937958,1,lars,10,300
exponential,0,106.5311513166119,-0.022726233854456452,1,greedy,10,300
exponential,0,9.7689634919313892,0.9948105416593066,1,lars,10,300
exponential,0,185.97160611071376,-0.69458598457643705,1,greedy,10,300
exponential,0,0.95655720533037369,0.990279062891255,1,lars,10,300
exponential,0,106.20632677105512,-0.00036387072276046972,1,greedy,10,300
exponential,0,10.772233117864241,0.99766741495469791,1,lars,10,300
exponential,0,107.8910610940143,0.73225786486056521,1,greedy,10,300
exponential,0,1.2406963400241431,0.9968139610215091,1,lars,10,300
exponential,0,96.291642013686698,0.66781606197968235,1,greedy,10,300
exponential,0,19.926665194915678,0.9813160103126104,1,lars,10,300
exponential,0,180.9485366125912,-0.49126348011259929,1,greedy,10,300
exponential,0,1.1696827901741251,0.99927228278062075,1,lars,10,300
exponential,0,86.678158920532979,0.7168131531900841,1,greedy,10,300
exponential,0,5.8915453963145881,0.98997641969886385,1,lars,10,300
exponential,0,124.47170659600935,-0.28512617832828258,1,greedy,10,300
exponential,0,1.241350981138595,0.99859730328773999,1,lars,10,300
exponential,0,103.19141823269351,0.22802536414250579,1,greedy,10,300
exponential,0,3.1379857145412542,0.95873183536175843,1,lars,10,300
exponential,0,109.72615160235469,-0.2932528703736339,1,greedy,10,300
exponential,0,0.58541749652706232,0.99932848260825846,1,lars,10,300
exponential,0,101.51702067380829,0.34892621840212867,1,greedy,10,300
exponential,0,8.7291482655232002,0.94747058303119991,1,lars,10,300
exponential,0,124.62159852979772,-0.61431568330381814,1,greedy,10,300
exponential,0,2.1817604244656046,0.96842146289670228,1,lars,10,300
exponential,0,109.21442471981381,-0.33492885489768726,1,greedy,10,300
exponential,0,7.2960203743185659,0.99654104686051947,1,lars,10,300
exponential,0,131.65286156994168,0.086387346073789104,1,greedy,10,300
exponential,0,0.12775103127840348,0.99709349759498,1,lars,10,300
exponential,0,105.30208570606804,0.41147293288596704,1,greedy,10,300
exponential,0,8.5097674999199953,0.96730576447113203,1,lars,10,300
exponential,0,104.54692379075541,0.20075071163979183,1,greedy,10,300
exponential,0,0.15626995888619197,0.99938974814296477,1,lars,10,300
exponential,0,107.31991257928107,-0.28007946938377015,1,greedy,10,300
exponential,0,0.81950472307495337,0.97096885709342995,1,lars,10,300
exponential,0,104.15400666751042,0.54483295105785501,1,greedy,10,300
exponential,0,1.3714839058832502,0.99848174607980078,1,lars,10,300
exponential,0,91.783518492230328,0.64949015571808622,1,greedy,10,300
exponential,0,5.5342002534372829,0.85338413343423392,1,lars,10,300
exponential,0,100.04829119227172,0.5932822952342226,1,greedy,10,300
exponential,0,5.1011156594231162,0.9662110766140497,1,lars,10,300
exponential,0,101.62935901023778,0.30873998307060063,1,greedy,10,300
exponential,0,8.2737839907666384,0.97426544561633266,1,lars,10,300
exponential,0,120.18944400163161,-0.23987201831779606,1,greedy,10,300
exponential,0,1.1160604320876417,0.99535193732226035,1,lars,10,300
exponential,0,98.467901546630088,0.67999885543675731,1,greedy,10,300
exponential,0,53.193171320549325,0.99148741014320618,1,lars,10,300
exponential,0,367.28655586592561,0.49895598104490019,1,greedy,10,300
exponential,0,1.0500876902308616,0.99938331343676678,1,lars,10,300
exponential,0,112.40107815373798,-0.080099052171364246,1,greedy,10,300
exponential,0,0.48533611756778616,0.99551882966490712,1,lars,10,300
exponential,0,103.6596598329275,0.47154575416357064,1,greedy,10,300
exponential,0,2.542314731948383,0.99754952783692497,1,lars,10,300
exponential,0,100.72432426370104,0.31250761200005994,1,greedy,10,300
exponential,0,0.5442207992335758,0.99957644480058472,1,lars,10,300
exponential,0,109.52200911685702,-0.10429669798578604,1,greedy,10,300
exponential,0,0.61066183470826574,0.99950406045600637,1,lars,10,300
exponential,0,97.733891382783597,0.50053596722501448,1,greedy,10,300
exponential,0,1.7483925067687855,0.99080164943152838,1,lars,10,300
exponential,0,106.91913916791768,-0.011987734887495176,1,greedy,10,300
exponential,0,0.52656092932730414,0.99892785537755568,1,lars,10,300
exponential,0,97.9895824862989,0.72982071031968243,1,greedy,10,300
exponential,0,0.59301660692285685,0.99888681280503888,1,lars,10,300
exponential,0,106.39938580312574,0.025959741308420593,1,greedy,10,300
exponential,0,3.4973530234557861,0.99768120360423629,1,lars,10,300
exponential,0,124.05849923234585,-0.13948750835384333,1,greedy,10,300
exponential,0,0.95437964914509199,0.99092133924227965,1,lars,10,300
exponential,0,107.80085432867671,-0.2250817860799546,1,greedy,10,300
exponential,0,48.560627406556414,0.99839933084315569,1,lars,10,300
exponential,0,883.67106234611822,-0.17880064348163036,1,greedy,10,300
exponential,0,0.90612516447677482,0.99427965159321074,1,lars,10,300
exponential,0,105.44011659781187,0.10361110539234122,1,greedy,10,300
exponential,0,1.085541229229855,0.99802055865540829,1,lars,10,300
exponential,0,96.711078606392419,0.5949985147224891,1,greedy,10,300
exponential,0,0.88733825618514406,0.99677658413448844,1,lars,10,300
exponential,0,102.05630261425281,0.40045329356113424,1,greedy,10,300
exponential,0,6.4256714304479328,0.99687140242599215,1,lars,10,300
exponential,0,140.84985233381678,-0.11593267051448099,1,greedy,10,300
exponential,0,0.53703233230659253,0.99624852686877896,1,lars,10,300
exponential,0,102.78466493525772,0.53677165647301539,1,greedy,10,300
exponential,0,0.70068248555708113,0.99487315472926108,1,lars,10,300
exponential,0,102.69229163010195,0.5008143305260857,1,greedy,10,300
exponential,0,2.3292955791298811,0.99466995946541559,1,lars,10,300
exponential,0,104.72081483007199,0.16202608165874804,1,greedy,10,300
exponential,0,1.8280725156060238,0.99275501096335816,1,lars,10,300
exponential,0,104.68346754553421,0.15653729195514549,1,greedy,10,300
exponential,0,4.4978712027198275,0.99798203598109092,1,lars,10,300
exponential,0,153.98106347141717,-0.49688932563238342,1,greedy,10,300
exponential,0,0.61760664904456308,0.99821403841647838,1,lars,10,300
exponential,0,100.73912962186445,0.54326073667991581,1,greedy,10,300
exponential,0,0.62687542099727045,0.9978991435273159,1,lars,10,300
exponential,0,102.29583859300851,0.41997274696639625,1,greedy,10,300
exponential,0,1.0409000050713757,0.99749258255760953,1,lars,10,300
exponential,0,107.86102264926333,-0.059576248246684636,1,greedy,10,300
exponential,0,0.42964689762163083,0.99978458299364392,1,lars,10,300
exponential,0,116.7763674613888,-0.45040996405079731,1,greedy,10,300
exponential,0,2.7708805933805758,0.99376386522844296,1,lars,10,300
exponential,0,102.84830277915283,0.24144024481771217,1,greedy,10,300
exponential,0,0.32424981816838411,0.99825965690158125,1,lars,10,300
exponential,0,105.85122249046069,0.049518401252105625,1,greedy,10,300
exponential,0,2.4032258293837696,0.99813211913157229,1,lars,10,300
exponential,0,120.13440918937489,-0.19823157855676277,1,greedy,10,300
exponential,0,5.1870306172972098,0.98856469789019397,1,lars,10,300
exponential,0,111.81354250948203,-0.01195121647247187,1,greedy,10,300
exponential,0,0.75223117050930322,0.99693245454546087,1,lars,10,300
exponential,0,105.25497789177044,0.12062350138002398,1,greedy,10,300
exponential,0,1.1892447623954086,0.99782422290382666,1,lars,10,300
exponential,0,97.922663689719244,0.51491430867029453,1,greedy,10,300
exponential,0,3.1280797559495341,0.9846209982970987,1,lars,10,300
exponential,0,103.62620675261947,0.21452443489076692,1,greedy,10,300
exponential,0,1.0800329389297676,0.99876338002102438,1,lars,10,300
exponential,0,99.97616028011717,0.37107503138291276,1,greedy,10,300
exponential,0,0.73170395648194353,0.97324805942144477,1,lars,10,300
exponential,0,107.59714772637638,-0.49633731928085723,1,greedy,10,300
exponential,0,1.0764800557966021,0.99637573380270228,1,lars,10,300
exponential,0,106.74077725335619,-0.00055214475124785816,1,greedy,10,300
exponential,0,1.5898333590837153,0.98896568851755362,1,lars,10,300
exponential,0,108.17940562382617,-0.15635341227224911,1,greedy,10,300
exponential,0,1.1003199528969967,0.99464560756972675,1,lars,10,300
exponential,0,99.627577161169654,0.62910138367912216,1,greedy,10,300
exponential,0,1.3933295479229277,0.9985422454088736,1,lars,10,300
exponential,0,113.09905332250878,-0.163466152453772,1,greedy,10,300
exponential,0,1.0818743443878172,0.99962127343963969,1,lars,10,300
exponential,0,119.56793421312864,-0.18229078984472255,1,greedy,10,300
exponential,0,0.75770228108535576,0.99496428071899778,1,lars,10,300
exponential,0,102.22405427627322,0.52389728920271383,1,greedy,10,300
exponential,0,1.9138190500127443,0.99981565958993646,1,lars,10,300
exponential,0,157.20129228065315,-0.16778232434923665,1,greedy,10,300
exponential,0,2.7118752403925486,0.99285626716914555,1,lars,10,300
exponential,0,119.38503543621017,-0.51981656062431258,1,greedy,10,300
exponential,0,2.6850302797209822,0.98484886750669964,1,lars,10,300
exponential,0,105.60358779709649,0.097373976743921523,1,greedy,10,300
exponential,0,1.7235904278433913,0.99059811236514661,1,lars,10,300
exponential,0,112.13364946858439,-0.44325165157934338,1,greedy,10,300
exponential,0,0.42147628124448488,0.99931763354891767,1,lars,10,300
exponential,0,99.791792455331077,0.58038409581927008,1,greedy,10,300
exponential,0,0.30094787603580447,0.99957821235620159,1,lars,10,300
exponential,0,101.18601838167004,0.50115902332630125,1,greedy,10,300
exponential,0,2.4926223767816049,0.9958662394091784,1,lars,10,300
exponential,0,104.15648888555938,0.19537502140829863,1,greedy,10,300
exponential,0,3.7639474825144186,0.99701334835634292,1,lars,10,300
exponential,0,118.83709772938744,-0.049855161362641391,1,greedy,10,300
exponential,0,37.04271976995301,0.99775980664474817,1,lars,10,300
exponential,0,495.4559966494291,0.61539421355884871,1,greedy,10,300
exponential,0,0.91055077510687055,0.92822011452379116,1,lars,10,300
exponential,0,104.73582314286436,0.51749186371824052,1,greedy,10,300
exponential,0,47.601915034604616,0.9711562795776939,1,lars,10,300
exponential,0,257.75675591892633,-0.36280554766774764,1,greedy,10,300
exponential,0,2.7279909718597044,0.99877123606614748,1,lars,10,300
exponential,0,144.68880354380218,-0.57190486593701417,1,greedy,10,300
exponential,0,2.5317208331156333,0.99770341474335789,1,lars,10,300
exponential,0,112.33677750207215,0.0011959307886876668,1,greedy,10,300
exponential,0,0.27416332081387706,0.99972089158587052,1,lars,10,300
exponential,0,101.39064771691807,0.44175467355879,1,greedy,10,300
exponential,0,1.241582758492116,0.99902396186700559,1,lars,10,300
exponential,0,115.92761443421713,-0.23787201786968543,1,greedy,10,300
exponential,0,1.9860685343010009,0.99822522452842766,1,lars,10,300
exponential,0,111.04727174483817,0.0017978241503581629,1,greedy,10,300
exponential,0,0.36518752387798031,0.99982157497134683,1,lars,10,300
exponential,0,100.96230748112472,0.34475411764567399,1,greedy,10,300
exponential,0,2.7311217947887036,0.99938865700603052,1,lars,10,300
exponential,0,88.307741117255247,0.57591762957565951,1,greedy,10,300
exponential,0,400.14384884349789,0.9989059067698236,1,lars,10,300
exponential,0,8584.015063643983,-0.27448495862883832,1,greedy,10,300
exponential,0,4.5331234752208482,0.98401537621752699,1,lars,10,300
exponential,0,103.53674913620239,0.21500523020348716,1,greedy,10,300
exponential,0,0.66820655721606315,0.99713918964753534,1,lars,10,300
exponential,0,109.80528829798457,-0.39870746046952382,1,greedy,10,300
exponential,0,0.30221384225429593,0.99990372607409628,1,lars,10,300
exponential,0,117.79437620137178,-0.46987761979806408,1,greedy,10,300
exponential,0,10.797572723447333,0.9686209279681991,1,lars,10,300
exponential,0,111.79010871640423,0.067561436056612814,1,greedy,10,300
exponential,0,2.5598778337516896,0.96884708746240478,1,lars,10,300
exponential,0,108.61484761918911,-0.20922390994316281,1,greedy,10,300
exponential,0,0.14899290836724821,0.99945856622727813,1,lars,10,300
exponential,0,105.88525553390969,0.042485087239331545,1,greedy,10,300
exponential,0,1.5196741049922333,0.99774122340144933,1,lars,10,300
exponential,0,93.768911190848129,0.61576661935943855,1,greedy,10,300
exponential,0,1.1102144973068127,0.99882403722327207,1,lars,10,300
exponential,0,103.90393639350044,0.19784697874654281,1,greedy,10,300
exponential,0,0.73662289135742842,0.99732164180896532,1,lars,10,300
exponential,0,100.14532298398024,0.61099536139918531,1,greedy,10,300
exponential,0,0.76649320864534531,0.99951142191980247,1,lars,10,300
exponential,0,119.60648206799085,-0.47563528051399034,1,greedy,10,300
exponential,0,1.0824073808371997,0.99964197512897113,1,lars,10,300
exponential,0,87.278781230651376,0.61237291010060824,1,greedy,10,300
exponential,0,0.55288030587185821,0.99918174389408165,1,lars,10,300
exponential,0,100.53595932416793,0.45258296622155381,1,greedy,10,300
exponential,0,3.600271012584618,0.95951109859814732,1,lars,10,300
exponential,0,105.37599192790292,0.10749638381754835,1,greedy,10,300
exponential,0,1.2660450241183636,0.98748131680429285,1,lars,10,300
exponential,0,101.75856571866984,0.55348973294719905,1,greedy,10,300
exponential,0,0.80678447720633639,0.99575634647278,1,lars,10,300
exponential,0,108.64853913346059,-0.26675910372038164,1,greedy,10,300
exponential,0,0.85440734260614049,0.99631844309756024,1,lars,10,300
exponential,0,111.39316748193367,-0.5099285682638528,1,greedy,10,300
exponential,0,2.1951746342414888,0.99861713834127463,1,lars,10,300
exponential,0,96.699388688524522,0.40954526614260611,1,greedy,10,300
exponential,0,0.84250636252146915,0.99853695498668449,1,lars,10,300
exponential,0,104.07061633670229,0.19501044348762134,1,greedy,10,300
exponential,0,1.1677015281951877,0.984253304550473,1,lars,10,300
exponential,0,103.61841541186233,0.38492981294552531,1,greedy,10,300
exponential,0,25.134634315333784,0.83405568871502089,1,lars,10,300
exponential,0,132.91526442407999,-0.45748679837904038,1,greedy,10,300
exponential,0,117.68428652699475,0.99679243836151488,1,lars,10,300
exponential,0,1494.556382230081,-0.19282562627560365,1,greedy,10,300
exponential,0,0.6837594119792566,0.99745088876852106,1,lars,10,300
exponential,0,103.80607935614016,0.26994039987383234,1,greedy,10,300
exponential,0,0.26301992452694062,0.99849960365425672,1,lars,10,300
exponential,0,103.90802351934876,0.45001247664264588,1,greedy,10,300
exponential,0,0.90890928926921666,0.99920105405515069,1,lars,10,300
exponential,0,95.048132680756979,0.56324029705264822,1,greedy,10,300
exponential,0,3.4896099703195653,0.96819759817974649,1,lars,10,300
exponential,0,108.48438750988399,-0.11580348890530462,1,greedy,10,300
exponential,0,1.0762120266234245,0.99648326042266977,1,lars,10,300
exponential,0,108.4048893816497,-0.13028781088458241,1,greedy,10,300
exponential,0,3.1899918886539766,0.92429033802366556,1,lars,10,300
exponential,0,107.66694134022443,-0.16403971411518475,1,greedy,10,300
exponential,0,1.9133813654053375,0.9893110772102528,1,lars,10,300
exponential,0,102.05260230566009,0.35590714403465729,1,greedy,10,300
exponential,0,4.0780758326075111,0.98017636017267751,1,lars,10,300
exponential,0,107.73438787894199,0.011211586238750225,1,greedy,10,300
exponential,0,1.0978920674248793,0.99450670526805529,1,lars,10,300
exponential,0,107.623447556461,-0.10832779016314688,1,greedy,10,300
exponential,0,0.80924202507777265,0.99358010471250258,1,lars,10,300
exponential,0,109.51703154442568,-0.46883943428540398,1,greedy,10,300
exponential,0,3.2414325311321059,0.99677072834411595,1,lars,10,300
exponential,0,93.542903339662814,0.48049056058025447,1,greedy,10,300
exponential,0,0.76201868674441942,0.99926051457800114,1,lars,10,300
exponential,0,97.957980219221128,0.48326281246638036,1,greedy,10,300
exponential,0,0.83653144719270345,0.99896622182922734,1,lars,10,300
exponential,0,116.60976938422802,-0.51973536719746327,1,greedy,10,300
exponential,0,2.3380156010109201,0.99536668984990584,1,lars,10,300
exponential,0,99.016505785016207,0.39172728410796831,1,greedy,10,300
exponential,0,0.50149780177939118,0.99930356184438229,1,lars,10,300
exponential,0,104.81421826762291,0.14974022118744623,1,greedy,10,300
exponential,0,2.3520854184783042,0.99439288410472715,1,lars,10,300
exponential,0,95.329165988376289,0.55976881753835872,1,greedy,10,300
exponential,0,0.1838177947500646,0.9991862504975314,1,lars,10,300
exponential,0,102.82574789943639,0.70352663152809003,1,greedy,10,300
exponential,0,0.76834834653823059,0.98362931772188855,1,lars,10,300
exponential,0,104.75679020622725,0.30556283162250525,1,greedy,10,300
exponential,0,10.643062141592043,0.99678136353592517,1,lars,10,300
exponential,0,172.41429530458853,-0.030937526733737397,1,greedy,10,300
exponential,0,3.0003082300669996,0.99381228883205419,1,lars,10,300
exponential,0,97.851147645922325,0.41686337490714254,1,greedy,10,300
exponential,0,7.6510374872556213,0.98567147020703672,1,lars,10,300
exponential,0,91.54381702594506,0.51060366319012906,1,greedy,10,300
exponential,0,2.1900101574689486,0.99913423887652208,1,lars,10,300
exponential,0,141.10808763338585,-0.52952737241106373,1,greedy,10,300
exponential,0,3.9577079464584175,0.99634300578943535,1,lars,10,300
exponential,0,127.66820816034125,-0.29760391720229906,1,greedy,10,300
exponential,0,12.458624714450591,0.99125956896645695,1,lars,10,300
exponential,0,147.87329307264827,-0.085742649392065884,1,greedy,10,300
exponential,0,2.5873098969924166,0.99823830662071233,1,lars,10,300
exponential,0,101.76321482567647,0.29872751971470379,1,greedy,10,300
exponential,0,1.3376200943421228,0.99511564959332854,1,lars,10,300
exponential,0,104.37166490265497,0.18179191500544337,1,greedy,10,300
exponential,0,5.7689324033179625,0.98161061220725232,1,lars,10,300
exponential,0,103.77024952002824,0.21496436049386478,1,greedy,10,300
exponential,1,8.2195152916380518,0.99531879023714309,1,lars,10,300
exponential,1,146.86593501359795,-0.17950298084675048,1,greedy,10,300
exponential,1,1.2937387681800521,0.99909172771601285,1,lars,10,300
exponential,1,124.43791814872051,-0.52690289321689177,1,greedy,10,300
exponential,1,3.533372309149545,0.98054629625378376,1,lars,10,300
exponential,1,107.76047912622855,-0.046629138949375148,1,greedy,10,300
exponential,1,3.7820739325394341,0.9464782327005089,1,lars,10,300
exponential,1,101.38111806645519,0.46521330656311277,1,greedy,10,300
exponential,1,2.4156747117900159,0.99594454415353872,1,lars,10,300
exponential,1,97.089036171274302,0.45962955324840504,1,greedy,10,300
exponential,1,2.5513122833631363,0.96863703042592475,1,lars,10,300
exponential,1,103.74853938657557,0.28718159410094091,1,greedy,10,300
exponential,1,7.4355203231079043,0.9766247382826434,1,lars,10,300
exponential,1,112.73912252972126,-0.055268622882186834,1,greedy,10,300
exponential,1,6.0016255217984593,0.98001958968730007,1,lars,10,300
exponential,1,115.83104369602771,-0.20522005048876538,1,greedy,10,300
exponential,1,2.4854865279771796,0.9846198434028699,1,lars,10,300
exponential,1,98.940139138425948,0.58657198628427187,1,greedy,10,300
exponential,1,9.9509644853583108,0.84957175942843222,1,lars,10,300
exponential,1,110.6229049940189,-0.16461998321984142,1,greedy,10,300
exponential,1,1.2865811900127018,0.99474417705306184,1,lars,10,300
exponential,1,108.02967352668978,-0.18489325957821034,1,greedy,10,300
exponential,1,2.7260511523327562,0.98619784919877929,1,lars,10,300
exponential,1,107.97956614258311,-0.15847509753869435,1,greedy,10,300
exponential,1,1.8416372290925584,0.93074232889500275,1,lars,10,300
exponential,1,103.80899931491251,0.60726654533320801,1,greedy,10,300
exponential,1,10.965640678378334,0.95807050505914326,1,lars,10,300
exponential,1,122.43588852543921,-0.29368729615503159,1,greedy,10,300
exponential,1,9.945303675273264,0.99994853558425756,1,lars,10,300
exponential,1,979.18438062148221,0.059983476779213139,1,greedy,10,300
exponential,1,2.8776421229663298,0.99649009252422593,1,lars,10,300
exponential,1,131.19098134489911,-0.66898660204143945,1,greedy,10,300
exponential,1,4.8762864457416333,0.97825808529794478,1,lars,10,300
exponential,1,108.52674393060413,-0.0089376311444934672,1,greedy,10,300
exponential,1,3.2544030436191322,0.95635532455647299,1,lars,10,300
exponential,1,104.49698000479414,0.19975101937732892,1,greedy,10,300
exponential,1,109.95918133166883,0.99203480899273466,1,lars,10,300
exponential,1,917.1975004939153,-0.36836899362876052,1,greedy,10,300
exponential,1,3.4070260867612623,0.99916586505913318,1,lars,10,300
exponential,1,152.05732220221981,-0.34490786022398701,1,greedy,10,300
exponential,1,9.8350585001346449,0.99319981594856899,1,lars,10,300
exponential,1,156.92896261001252,-0.35276839214662614,1,greedy,10,300
exponential,1,2.5747442487558079,0.99741524858551689,1,lars,10,300
exponential,1,93.730292183808814,0.60441144782203338,1,greedy,10,300
exponential,1,2.7882981382230732,0.9974283317955378,1,lars,10,300
exponential,1,108.79951988705066,0.098667303166054557,1,greedy,10,300
exponential,1,2.1204459321984053,0.98389212521290825,1,lars,10,300
exponential,1,109.87933299012361,-0.29714225665786653,1,greedy,10,300
exponential,1,3.1865008030715645,0.87639373887114724,1,lars,10,300
exponential,1,104.53750454172433,0.35834553466047597,1,greedy,10,300
exponential,1,4.0455203932631028,0.9948888220630081,1,lars,10,300
exponential,1,92.172962111568239,0.51242433755168715,1,greedy,10,300
exponential,1,2.9678254690016241,0.99922439938590013,1,lars,10,300
exponential,1,140.39877396378822,-0.4425831476261633,1,greedy,10,300
exponential,1,5.0571039501849908,0.99362238818384152,1,lars,10,300
exponential,1,105.65348474395618,0.20495506371307007,1,greedy,10,300
exponential,1,2.3263797705969593,0.95621229125107499,1,lars,10,300
exponential,1,106.57795876112242,-0.055847839247838829,1,greedy,10,300
exponential,1,3.7571204299901138,0.99405692589349737,1,lars,10,300
exponential,1,126.67389540827199,-0.60173373316695,1,greedy,10,300
exponential,1,3.1392257235091399,0.66605545392725218,1,lars,10,300
exponential,1,106.94530836004152,-0.2633513254517672,1,greedy,10,300
exponential,1,2.266240587887236,0.99883413104709384,1,lars,10,300
exponential,1,84.434885648074911,0.66899105227915812,1,greedy,10,300
exponential,1,6.7487193356680688,0.99511510960545968,1,lars,10,300
exponential,1,141.31279499121561,-0.2866969907600263,1,greedy,10,300
exponential,1,3.7873192402488818,0.98474771800926086,1,lars,10,300
exponential,1,110.25644307880877,-0.23184316070563302,1,greedy,10,300
exponential,1,2.2084512507458887,0.99156257673585868,1,lars,10,300
exponential,1,106.53886417727152,-0.0013787572362461194,1,greedy,10,300
exponential,1,2.0337260932232599,0.99121800559773543,1,lars,10,300
exponential,1,108.71251196370959,-0.13061655506348194,1,greedy,10,300
exponential,1,22.223832005697457,0.99505896496272406,1,lars,10,300
exponential,1,229.58967279821547,0.18134456965312487,1,greedy,10,300
exponential,1,1.9516179470076356,0.98986912900321311,1,lars,10,300
exponential,1,103.82078035020946,0.28005715776705292,1,greedy,10,300
exponential,1,3.8726661952174548,0.99461394349323151,1,lars,10,300
exponential,1,131.19629316505592,-0.66058629437924032,1,greedy,10,300
exponential,1,8.4553475664383235,0.97387896698897214,1,lars,10,300
exponential,1,128.41335344550572,-0.49676744196285783,1,greedy,10,300
exponential,1,4.354821674170049,0.90912620392807741,1,lars,10,300
exponential,1,111.605998293105,-0.51038049945381536,1,greedy,10,300
exponential,1,3.2095302667083181,0.96008617629925419,1,lars,10,300
exponential,1,113.20453689821018,-0.63350132092057787,1,greedy,10,300
exponential,1,2352.9264203011739,0.99235397745857012,1,lars,10,300
exponential,1,18995.340908338323,0.64349944583022101,1,greedy,10,300
exponential,1,5.7437254361700232,0.9649767851052623,1,lars,10,300
exponential,1,108.06399590964007,-0.0068923969423664699,1,greedy,10,300
exponential,1,3.9011238264182606,0.97860451805027782,1,lars,10,300
exponential,1,98.165032017943318,0.48803379307636113,1,greedy,10,300
exponential,1,8.3960245216809568,0.9992565249158526,1,lars,10,300
exponential,1,302.86507800492649,-0.73674282373841038,1,greedy,10,300
exponential,1,4.5478815740777749,0.99438828678264424,1,lars,10,300
exponential,1,104.03298140552654,0.23547611427079726,1,greedy,10,300
exponential,1,2.9507123418417325,0.96426745793145685,1,lars,10,300
exponential,1,109.51088729627355,-0.30619032721179318,1,greedy,10,300
exponential,1,2.788918040233062,0.97593536212670229,1,lars,10,300
exponential,1,101.29504077848829,0.44706489329341165,1,greedy,10,300
exponential,1,2.4917550396959984,0.99384779399907164,1,lars,10,300
exponential,1,99.742873310707992,0.42927148778762458,1,greedy,10,300
exponential,1,4.7568991934784499,0.96854377376117506,1,lars,10,300
exponential,1,101.58257977592737,0.3197306659393841,1,greedy,10,300
exponential,1,3.047828333535715,0.97740119987411123,1,lars,10,300
exponential,1,103.16739354774886,0.26264133699117059,1,greedy,10,300
exponential,1,84.768882405242891,0.90385906517178272,1,lars,10,300
exponential,1,219.47306190440221,0.055114539678598584,1,greedy,10,300
exponential,1,3.3080717003101676,0.98116502832983277,1,lars,10,300
exponential,1,106.7960366410833,0.031697633386321887,1,greedy,10,300
exponential,1,2.748825126163275,0.97902456124399384,1,lars,10,300
exponential,1,111.99617944862904,-0.52990687886835985,1,greedy,10,300
exponential,1,3.3643643290577674,0.97689691913301391,1,lars,10,300
exponential,1,107.37386952232393,-0.051395922900143047,1,greedy,10,300
exponential,1,2.2942480891730881,0.91517845042446389,1,lars,10,300
exponential,1,109.83791482711734,-0.69099617790393586,1,greedy,10,300
exponential,1,2.49244433943139,0.92429676159221408,1,lars,10,300
exponential,1,104.3754107466218,0.3478917760964923,1,greedy,10,300
exponential,1,3.2280685180376363,0.8927730759773691,1,lars,10,300
